Date,EUR_USD,EUR_GBP,EUR_JPY,USD_EUR,US_Inflation_Rate,Germany_GDP_Growth
2026-05-10 13:12,1.177335,0.864415,184.44299,0.8493759210420143,3.4%,0.2%
2026-05-10 05:30,1.177335,0.864415,184.44299,0.8493759210420143,3.4%,0.2%
